timestamp,memory_total,memory_used,memory_available,cpu_user,cpu_system,cpu_idle,load_1min,load_5min,load_15min,disk_total,disk_used,disk_available,disk_percent,process_count
2025-05-25 16:47:00,956,764,59,0.8,5.0,0.0,,45,5,41,11%,141
2025-05-25 16:47:07,956,767,62,0.9,11.0,0.0,,45,5,41,11%,142
2025-05-25 16:47:15,956,763,56,8.0,10.0,0.0,,45,5,41,11%,142
2025-05-25 16:47:22,956,763,54,1.6,17.5,3.2,,45,5,41,11%,141
2025-05-25 16:47:28,956,762,61,0.0,3.1,96.9,,45,5,41,11%,142
2025-05-25 16:47:33,956,763,56,0.0,17.5,22.8,,45,5,41,11%,142
2025-05-25 16:47:39,956,762,59,6.5,16.1,0.0,,45,5,41,11%,143
2025-05-25 16:47:46,956,763,53,0.0,18.8,1.2,,45,5,41,11%,142
2025-05-25 16:47:52,956,762,56,0.0,24.6,0.0,,45,5,41,11%,142
2025-05-25 16:47:59,956,763,59,0.0,16.3,0.0,,45,5,41,11%,142
2025-05-25 16:48:06,956,759,58,0.0,19.2,0.0,,45,5,41,11%,142
2025-05-25 16:48:13,956,758,60,0.0,18.6,0.0,,45,5,41,11%,142
2025-05-25 16:48:20,956,759,59,0.0,19.3,0.0,,45,5,41,11%,142
2025-05-25 16:48:27,956,759,64,0.0,24.2,0.0,,45,5,41,11%,142
2025-05-25 16:48:34,956,759,55,1.6,23.0,0.0,,45,5,41,11%,142
2025-05-25 16:48:41,956,760,55,1.7,20.3,0.0,,45,5,41,11%,142
2025-05-25 16:48:48,956,759,57,2.5,25.0,17.5,,45,5,41,11%,143
2025-05-25 16:48:54,956,760,57,0.0,14.9,10.6,,45,5,41,11%,143
2025-05-25 16:49:01,956,759,57,5.0,17.5,10.0,,45,5,41,11%,143
2025-05-25 16:49:07,956,759,63,1.5,17.9,0.0,,45,5,41,11%,146
2025-05-25 16:49:13,956,761,56,1.6,9.8,0.0,,45,5,41,11%,141
2025-05-25 16:49:19,956,758,61,0.0,11.8,0.0,,45,5,41,11%,141
2025-05-25 16:49:26,956,758,60,1.6,16.1,1.6,,45,5,41,11%,141
2025-05-25 16:49:32,956,756,63,0.0,0.0,id,,,45,5,41,11%,141
2025-05-25 16:49:38,956,772,50,0.0,5.5,14.5,,45,5,41,11%,141
2025-05-25 16:49:44,956,757,57,2.1,2.1,76.6,,45,5,41,11%,141
2025-05-25 16:49:49,956,757,59,0.0,2.2,82.2,,45,5,41,11%,141
2025-05-25 16:49:54,956,757,59,0.0,3.1,96.9,,45,5,41,11%,141
2025-05-25 16:50:00,956,756,58,0.0,3.0,93.9,,45,5,41,11%,141
2025-05-25 16:50:05,956,758,58,1.8,16.1,0.0,,45,5,41,11%,141
2025-05-25 16:50:12,956,758,57,0.0,4.3,0.0,,45,5,41,11%,142
2025-05-25 16:50:19,956,762,60,0.0,0.0,id,,,45,5,41,11%,141
2025-05-25 16:50:24,956,756,63,0.0,3.1,96.9,,45,5,41,11%,141
2025-05-25 16:50:29,956,756,64,3.0,3.0,93.9,,45,5,41,11%,141
2025-05-25 16:50:34,956,756,58,2.2,0.0,78.3,,45,5,41,11%,141
2025-05-25 16:50:40,956,762,58,0.0,2.6,59.0,,45,5,41,11%,141
2025-05-25 16:50:46,956,761,54,1.1,5.3,9.6,,45,5,41,11%,141
2025-05-25 16:50:52,956,757,58,0.0,2.8,20.8,,45,5,41,11%,141
2025-05-25 16:50:58,956,758,63,2.4,2.4,83.3,,45,5,41,11%,141
2025-05-25 16:51:04,956,762,59,0.0,6.5,90.3,,45,5,41,11%,141
