timestamp,active_connections,tcp_connections,udp_connections,bytes_received,bytes_transmitted,packets_received,packets_transmitted
2025-05-25 17:08:15,10,6,1,
2025-05-25 17:08:21,10,6,1,
2025-05-25 17:08:27,10,5,1,
2025-05-25 17:08:33,10,5,1,
2025-05-25 17:08:38,10,6,1,
2025-05-25 17:08:44,10,5,1,
2025-05-25 17:08:50,10,4,1,
2025-05-25 17:08:58,10,5,1,
2025-05-25 17:09:04,10,4,1,
2025-05-25 17:09:11,10,4,1,
2025-05-25 17:09:19,10,4,1,
2025-05-25 17:09:25,10,4,1,
2025-05-25 17:09:32,10,4,1,
2025-05-25 17:09:37,10,4,1,
2025-05-25 17:09:43,10,4,1,
2025-05-25 17:09:50,10,4,1,
2025-05-25 17:09:56,10,3,1,
2025-05-25 17:10:02,10,4,1,
2025-05-25 17:10:09,10,4,1,
2025-05-25 17:10:16,10,4,1,
2025-05-25 17:10:25,10,7,1,
2025-05-25 17:10:32,10,5,1,
2025-05-25 17:10:39,10,5,1,
2025-05-25 17:10:46,10,6,1,
2025-05-25 17:10:55,10,6,1,
2025-05-25 17:11:03,10,8,1,
2025-05-25 17:11:09,10,5,1,
2025-05-25 17:11:17,10,4,1,
2025-05-25 17:11:23,10,5,1,
2025-05-25 17:11:29,10,5,1,
2025-05-25 17:11:36,10,4,1,
2025-05-25 17:11:42,10,5,1,
2025-05-25 17:11:48,10,5,1,
2025-05-25 17:11:55,10,5,1,
2025-05-25 17:12:02,10,5,1,
2025-05-25 17:12:10,10,4,1,
2025-05-25 17:12:17,10,5,1,
2025-05-25 17:12:24,10,4,1,
2025-05-25 17:12:31,10,4,1,
2025-05-25 17:12:37,10,4,1,
2025-05-25 17:12:43,10,3,1,
2025-05-25 17:12:50,10,4,1,
2025-05-25 17:12:56,10,4,1,
2025-05-25 17:13:03,10,4,1,
2025-05-25 17:13:11,10,4,1,
2025-05-25 17:13:17,10,4,1,
2025-05-25 17:13:23,10,4,1,
2025-05-25 17:13:28,10,4,1,
2025-05-25 17:13:35,10,4,1,
2025-05-25 17:13:42,10,4,1,
